#Passos_total= 7000
#Episodio= 183
#Negative_reward= -200
#Num_de_passos_por_passo= 4
#Num_max_passos_por_episodio= 30
#Lambida= 0.3
#Alpha= 0.1
#Gamma= 0.9
#Beta= -100
#Exploraçao= 0.15

#x = [450 465 480 495 510 525 540 555 570 585 600 615 630 645 660 675 690 705 720 735 750 765 780 795 810 825 840 855 870 885 900 915 930 945 960 ];
#y = [15 17 19 21 23 25 27 29 31 33 35 37 39 ];
#z = [
8.50418 5.08484 155.676 -12.4095 -0.33789 31.0302 467.334 121.545 110.589 74.0016 6.34076 -8.7967 -32.0941 129 83.601 3.5928 27.3351 4.81922 0.224565 0.382603 5.51199 -5.86142 -68.3846 -87.8487 -81.7534 -104.308 -129.043 -113.288 -73.048 -91.6424 -114.181 -100.117 -72.553 -119.485 -76.5565 
8.74989 2.98778 0.835377 31.2568 28.8799 9.17078 212.93 89.5743 782.65 435.556 138.594 44.6941 243.842 481.071 334.813 63.4019 192.273 47.065 22.1558 7.78869 13.9697 22.913 -24.4266 -75.4666 -95.5033 -67.4041 -110.081 -91.6228 -74.8001 -87.3723 -94.3286 -96.5935 -52.5509 -91.5271 -49.6607 
5.9893 11.1098 9.91753 119.888 747.43 184.35 87.3889 352.951 1254.05 131.207 79.1794 105.396 6.62715 206.84 56.5595 44.4973 48.004 52.0746 382.417 -1.77778 26.642 54.8884 -29.0536 -39.1223 -65.8119 -42.3888 -67.3555 -65.702 -50.776 -100.543 -64.0221 -76.7924 -47.0723 -62.1499 -47.2577 
7.38948 73.9904 319.146 824.381 1241.29 854.301 255.045 1434.49 1756.81 1327.84 620.915 1136.54 397.63 2.45321 0.493603 409.335 7.76413 93.1505 7.55731 27.2697 67.5244 89.7968 31.6739 18.4081 -22.1165 -23.0962 -37.8309 -49.9649 -49.3074 -78.0876 -44.1303 -67.2584 -72.543 -102.612 -67.9215 
-1.85621 -13.9161 48.3289 172.537 841.814 71.7658 35.8137 87.9571 1381.79 210.465 9.99581 265.387 3.86814 0.342198 367.645 1122.31 297.462 152.646 19.8923 16.3779 196.925 412.901 65.2503 234.112 -34.9999 -35.877 -67.7815 -45.6689 -73.7799 -49.8631 -48.0907 -87.4188 -43.1704 -77.1428 -98.4452 
-26.9845 -54.8032 40.54 77.5116 315.249 2.95699 45.9946 197.888 146.874 8.07994 250.417 1100.19 230.183 2.87332 7.27926 328.896 21.5476 2.33761 2.35716 7.82477 24.6638 311.151 27.5311 490.623 76.3851 -7.80627 -62.9594 -97.416 -63.6189 -48.0855 -23.4962 -44.0544 -84.1615 -117.7 -120.214 
-81.27 -52.6067 -48.6736 12.6093 36.2973 32.1422 121.233 512.055 92.1886 1.8413 1079.7 1537.91 983.122 1.86909 5.55649 6.21222 39.4442 729.029 57.1841 79.8788 214.025 755.892 187.332 189.513 39.2555 -40.8341 -46.6852 -9.31901 -34.4413 -16.8921 -4.9532 -62.0664 -83.1754 -116.422 -95.2402 
-119.628 -93.1218 -42.4244 -38.0467 -14.6813 246.827 657.63 654.469 600.158 104.711 56.2169 1220.54 2.55121 1.46072 55.044 125.558 594.087 1115.9 584.657 89.071 764.735 1009.8 486.356 12.4741 7.53111 -10.7635 0.691464 17.0327 -18.729 30.1885 91.4838 -64.3345 -83.4386 -59.1962 -56.6112 
-80.8896 -100.162 -77.945 -48.4679 -37.4989 67.6153 64.1784 565.225 2.87757 7.83453 18.7891 784.624 2.97873 6.35652 2.33145 41.3103 146.055 522.146 324.735 71.5045 9.68407 667.046 77.5165 -23.7826 27.8683 229.782 483.011 89.3518 4.44571 29.9278 93.7856 208.789 31.4268 -39.4186 -52.3495 
-67.3061 -97.3093 -60.5483 -67.986 -59.6343 -31.3358 -8.53694 109.756 2.69828 42.1015 124.896 480.48 56.3117 2.88208 2.0902 521.691 784.597 470.162 6.58968 36.2554 1.90558 82.9502 44.0661 24.3916 31.9477 308.791 630.323 377.664 52.3442 231.185 90.1472 35.1876 1.10534 -31.7482 -42.6163 
-96.9297 -93.3369 -80.3256 -54.1498 -89.8462 -58.0189 3.42295 -7.42605 10.7237 -8.23905 3.42722 192.219 41.2855 -11.7177 1.43543 0.60294 279.233 139.613 -26.6246 -5.11936 8.17354 1.39324 2.95414 118.562 5.44444 6.85967 317.156 -6.40788 128.801 403.881 135.851 4.89739 1.31663 -16.695 -34.7573 
-116.206 -92.282 -70.1576 -58.5106 -73.1363 -82.9211 -24.4773 -34.2474 0.597105 21.5999 40.4327 61.4932 29.0177 3.26147 8.34399 2.32824 32.8699 46.6686 -39.7089 -64.5782 -28.7085 -43.7064 39.1162 517.909 80.1915 5.5494 4.77015 -20.3497 -7.15381 45.9335 -28.0417 1.68627 48.4528 2.22089 4.45569 
-99.5685 -105.345 -52.6903 -24.5808 -71.4604 -45.1187 -57.5392 -37.6641 -28.729 -4.11423 5.22879 3.88958 7.08532 0.751211 3.99265 4.614 7.33552 -32.2037 -45.6202 -90.15 -44.9331 -17.9203 9.13247 134.312 -59.0738 5.78726 4.0213 1.90901 0.677727 -43.1956 -42.8797 9.23469 280.07 87.0021 3.97903 
