#Passos_total= 15000
#Episodio= 356
#Negative_reward= -200
#Num_de_passos_por_passo= 4
#Num_max_passos_por_episodio= 30
#Lambida= 0.3
#Alpha= 0.1
#Gamma= 0.9
#Beta= -100
#Exploraçao= 0.15

#x = [450 465 480 495 510 525 540 555 570 585 600 615 630 645 660 675 690 705 720 735 750 765 780 795 810 825 840 855 870 885 900 915 930 945 960 ];
#y = [15 17 19 21 23 25 27 29 31 33 35 37 39 ];
#z = [
-22.7095 90.3034 56.3744 393.446 945.064 556.718 28.3291 272.654 717.459 135.947 181.312 552.392 647.053 449.97 15.9248 3.5928 32.9194 11.7224 0.224565 65.7546 -33.6416 -35.4249 -39.2591 -115.206 -121.465 -136.629 -191.121 -153.255 -140.592 -147.137 -171.768 -143.24 -111.171 -147.095 -149.083 
27.7519 364.02 48.2214 98.377 652.886 83.3489 722.054 187.881 364.054 119.741 28.5871 180.149 421.547 8.83826 0.789399 36.4833 166.833 5.27483 82.4289 138.28 18.8092 -4.08685 -62.7311 -100.695 -116.867 -156.766 -131.342 -155.301 -161.945 -136.089 -122.491 -132.641 -124.867 -117.051 -102.141 
268.88 444.173 260.269 159.375 118.783 382.162 1386.66 339.82 9.34032 58.3858 143.981 47.4539 675.558 515.116 200.313 3.38284 195.42 227.273 198.691 189.091 48.9641 -48.0107 -59.7647 -79.4344 -104.237 -127.421 -103.477 -169.18 -167.882 -137.369 -162.688 -180.755 -139.349 -107.929 -122.63 
57.5491 181.908 111.11 439.918 900.227 1402.22 1384.41 1360.25 39.4922 110.81 402.887 771.036 1103.65 1070.34 913.659 280.009 265.877 323.704 236.4 217.021 123.685 8.20552 -67.6364 -82.3562 -93.9904 -102.946 -139.335 -152.455 -153.294 -179.738 -149.815 -135.484 -126.762 -142.923 -178.828 
-1.95742 29.0083 8.81111 161.454 152.438 543.55 1317.48 163.461 9.32245 97.9321 197.364 457.095 1305.98 1051.01 90.4994 784.928 250.807 742.535 279.616 116.671 8.01305 -22.0025 83.5311 -49.714 -72.3656 -97.2965 -114.272 -103.335 -124.207 -137.992 -110.826 -98.9602 -112.913 -118.228 -126.349 
-45.1635 -51.1662 -19.1195 142.58 446.802 54.7211 677.466 86.8297 109.394 791.219 1332.26 428.987 143.091 295.304 752.678 1616.9 618.902 126.665 2.35716 7.82477 63.6813 151.246 434.941 59.2222 -10.6 -72.0113 -71.0373 -50.9618 -92.2678 -122.391 -100.952 -100.294 -118.345 -96.3293 -76.066 
-101.428 -84.2797 -57.7244 -13.6616 57.1458 115.938 330.175 -4.91176 907.579 1357.86 1364.05 1379.33 111.864 1.86909 237.214 861.441 196.747 382.129 7.77484 6.37092 417.309 682.192 923.43 637.889 243.036 29.7552 19.0448 55.7262 -51.7749 -89.0918 -72.8737 -48.9986 -93.8357 -126.486 -114.283 
-110.35 -93.4194 -70.0626 -47.8375 36.0871 -0.742872 -27.0693 61.9525 263.218 634.677 1377.95 310.383 2.55121 82.9177 660.038 357.914 507.393 1283.24 731.998 122.546 323.311 433.413 958.799 554.634 -0.906612 -14.6463 207.151 384.789 106.284 -46.5913 -42.2417 -13.855 -87.9827 -96.3073 -84.8688 
-135.792 -85.1906 -102.166 -93.8926 -63.9569 -4.29403 -2.21722 5.32499 50.2155 612.502 927.753 343.803 2.97873 531.229 833.316 619.485 60.5626 613.943 25.7125 6.533 125.289 98.2811 226.838 743.789 58.0434 56.1721 355.649 489.913 423.554 85.9223 30.0783 15.02 -29.4395 -89.9776 -64.5487 
-84.4107 -107.541 -127.592 -116.318 -124.294 -56.1417 -30.6437 144.283 336.731 560.153 713.368 640.287 69.8836 346.599 662.207 329.652 2.22855 82.6579 220.953 12.8299 1.90558 209.189 852.035 868.617 581.533 56.2486 304.805 649.874 483.698 206.871 100.807 51.0312 12.1324 -41.7731 -58.4678 
-128.346 -123.989 -159.124 -88.2381 -67.1605 -18.0414 -0.368235 26.8828 53.3083 435.068 631.321 155.644 34.0025 110.115 410.22 376.176 217.88 110.478 265.18 227.036 36.4098 1.39324 268.57 757.906 310.47 -11.5916 175.752 754.296 507.755 75.2206 -4.88411 54.8362 36.0591 -1.07984 -43.2214 
-160.41 -131.317 -113.012 -85.3651 -108.083 -47.2906 -29.1394 -10.9004 22.2543 119.707 72.6522 62.9631 -8.60439 3.26147 21.4872 306.869 108.005 69.5124 254.717 11.5893 -31.4088 -22.7058 39.0626 151.375 52.9373 5.5494 -3.75713 307.066 4.47641 24.5946 -9.00103 97.2015 284.604 0.092721 -40.2745 
-200.764 -119.3 -129.357 -130.924 -94.9913 -56.3008 -51.1715 -21.617 -5.93255 -0.316549 -15.9373 3.88958 7.08532 0.751211 -6.4708 23.2776 -6.10483 -42.5744 -5.46626 -34.0107 -56.255 -18.5893 -23.786 3.32488 -1.17007 5.78726 4.0213 53.168 0.677727 8.46658 36.5321 318.948 505.108 375.062 78.137 
