#Passos_total= 260000
#Episodio= 6778
#Negative_reward= -200
#Num_de_passos_por_passo= 4
#Num_max_passos_por_episodio= 30
#Lambida= 0.3
#Alpha= 0.1
#Gamma= 0.9
#Exploraçao= 0.15

#p2_value p1_value Qvalue2p 
15 450  565.616
15 465  898.554
15 480  1003.36
15 495  980.21
15 510  1368.3
15 525  1300.03
15 540  1370.08
15 555  1238.03
15 570  1495.6
15 585  1106.68
15 600  966.765
15 615  1218.91
15 630  1156.52
15 645  1192.34
15 660  1159.03
15 675  834.779
15 690  918.942
15 705  509.212
15 720  386.553
15 735  563.693
15 750  723.984
15 765  566.732
15 780  377.269
15 795  234.191
15 810  19.5734
15 825  -201.881
15 840  -398.004
15 855  -574.803
15 870  -706.37
15 885  -807.473
15 900  -871.534
15 915  -929.539
15 930  -998.095
15 945  -1025.32
15 960  -1028.18
17 450  811.461
17 465  1068.82
17 480  1171.94
17 495  1254.63
17 510  1444.45
17 525  1481.62
17 540  1538.83
17 555  1647.29
17 570  1566.69
17 585  1523.53
17 600  1635.41
17 615  1575.24
17 630  1582.33
17 645  1548.91
17 660  1377.48
17 675  937.855
17 690  1186.82
17 705  734.83
17 720  962.397
17 735  915.447
17 750  925.113
17 765  644.286
17 780  506.437
17 795  277.377
17 810  0.582117
17 825  -263.801
17 840  -423.445
17 855  -521.964
17 870  -643.21
17 885  -724.371
17 900  -778.978
17 915  -870.532
17 930  -938.639
17 945  -994.086
17 960  -1004.41
19 450  324.157
19 465  639.364
19 480  1101.32
19 495  1238.68
19 510  1564.72
19 525  1680.25
19 540  1760.68
19 555  1710
19 570  1644.23
19 585  1718.02
19 600  1845.81
19 615  1750.75
19 630  1725.43
19 645  1741.57
19 660  1404.53
19 675  1103.86
19 690  1512.39
19 705  1330.24
19 720  1314.17
19 735  1225.58
19 750  1104.37
19 765  939.73
19 780  629.177
19 795  420.694
19 810  78.6561
19 825  -198.164
19 840  -194.52
19 855  -356.87
19 870  -477.856
19 885  -542.252
19 900  -651.178
19 915  -750.739
19 930  -880.576
19 945  -947.49
19 960  -983.814
21 450  583.089
21 465  1032.05
21 480  1172.42
21 495  1313.94
21 510  1501.46
21 525  1656.88
21 540  1703.92
21 555  1740.63
21 570  1802.45
21 585  1859.19
21 600  1908.31
21 615  1798.93
21 630  1860.98
21 645  1874.33
21 660  1815.59
21 675  1674.09
21 690  1691.41
21 705  1591.9
21 720  1560.59
21 735  1443
21 750  1384.48
21 765  1212.43
21 780  707.519
21 795  738.934
21 810  341.47
21 825  99.6503
21 840  141.424
21 855  -147.609
21 870  -247.22
21 885  -359.829
21 900  -489.917
21 915  -598.765
21 930  -755.568
21 945  -879.379
21 960  -873.896
23 450  627.662
23 465  1003.43
23 480  1184.65
23 495  1293.04
23 510  1623.54
23 525  1738.69
23 540  1729.12
23 555  1787.01
23 570  1823.49
23 585  1866.97
23 600  1846.75
23 615  1874
23 630  1870.21
23 645  1882.32
23 660  1870.59
23 675  1914.22
23 690  1856.09
23 705  1799.29
23 720  1678.77
23 735  1601.33
23 750  1539.26
23 765  1274.11
23 780  830.696
23 795  970.595
23 810  689.18
23 825  460.323
23 840  425.904
23 855  88.9014
23 870  49.664
23 885  -135.679
23 900  -250.455
23 915  -442.219
23 930  -601.166
23 945  -713.921
23 960  -703.851
25 450  639.252
25 465  859.941
25 480  1040.12
25 495  1249.54
25 510  1413.36
25 525  1514.18
25 540  1790.73
25 555  1802.97
25 570  1867
25 585  1820.75
25 600  1977.18
25 615  1859.89
25 630  1936.11
25 645  1880.77
25 660  1911.05
25 675  1950.2
25 690  1925.91
25 705  1870.58
25 720  1831.08
25 735  1768.45
25 750  1735.15
25 765  1498.48
25 780  1325.46
25 795  1268.37
25 810  947.903
25 825  698.543
25 840  796.283
25 855  349.151
25 870  216.643
25 885  92.4946
25 900  -84.4152
25 915  -216.119
25 930  -409.447
25 945  -542.103
25 960  -511.496
27 450  555.568
27 465  695.123
27 480  865.779
27 495  969.245
27 510  1139.2
27 525  1345.36
27 540  1548.4
27 555  1725.66
27 570  1760.77
27 585  1813.1
27 600  2214.62
27 615  1982.43
27 630  1884.95
27 645  1858.2
27 660  1886.28
27 675  1917.68
27 690  1870.7
27 705  1909.49
27 720  1904.6
27 735  1846.53
27 750  1807.02
27 765  1726.77
27 780  1630.67
27 795  1467.48
27 810  1350.55
27 825  1083.12
27 840  983.206
27 855  639.661
27 870  602.946
27 885  345.478
27 900  174.652
27 915  -5.67386
27 930  -149.094
27 945  -342.496
27 960  -267.288
29 450  344.227
29 465  544.543
29 480  598.159
29 495  481.481
29 510  780.647
29 525  1019.04
29 540  1336.25
29 555  1562.09
29 570  1605.77
29 585  1792.31
29 600  1931.21
29 615  1867.95
29 630  1786.84
29 645  1835.09
29 660  1849.41
29 675  1885.11
29 690  1818.82
29 705  1875.98
29 720  1882.43
29 735  1787.52
29 750  1766.88
29 765  1714.74
29 780  1638.07
29 795  1547.35
29 810  1445.64
29 825  1356.59
29 840  1178.31
29 855  1043.25
29 870  864.688
29 885  628.246
29 900  382.582
29 915  135.551
29 930  98.2341
29 945  -124.973
29 960  -25.8209
31 450  25.84
31 465  267.596
31 480  248.438
31 495  302.292
31 510  619.755
31 525  946.106
31 540  1127.84
31 555  1400.46
31 570  1534.85
31 585  1576.01
31 600  1743
31 615  1743.26
31 630  1699.2
31 645  1845.51
31 660  1825.62
31 675  1867.36
31 690  1863.35
31 705  1859.27
31 720  1852.28
31 735  1812.53
31 750  1758.67
31 765  1689.39
31 780  1626.5
31 795  1525.83
31 810  1484.74
31 825  1413.43
31 840  1299.3
31 855  1156.13
31 870  1019.82
31 885  805.63
31 900  643.575
31 915  446.225
31 930  365.581
31 945  225.316
31 960  140.868
33 450  -236.206
33 465  49.3503
33 480  -177.648
33 495  134.94
33 510  430.822
33 525  602.103
33 540  780.76
33 555  954.587
33 570  1187.12
33 585  1461.26
33 600  1566.39
33 615  1575.37
33 630  1592.97
33 645  1650.32
33 660  1641.61
33 675  1372.47
33 690  1632.51
33 705  1661.03
33 720  1726.2
33 735  1710.44
33 750  1628.52
33 765  1555.66
33 780  1505.27
33 795  1475.84
33 810  1384.06
33 825  1318.02
33 840  1265.29
33 855  1160.01
33 870  1062.8
33 885  956.582
33 900  866.59
33 915  758.555
33 930  542.14
33 945  367.225
33 960  180.352
35 450  -396.288
35 465  -189.228
35 480  -368.458
35 495  -122.229
35 510  23.168
35 525  325.768
35 540  505.043
35 555  881.449
35 570  1139.56
35 585  1323.62
35 600  1288.61
35 615  1352.68
35 630  1369.72
35 645  1388.75
35 660  1434.18
35 675  1114.43
35 690  1263.63
35 705  1305.52
35 720  1495.97
35 735  1494.56
35 750  1409.78
35 765  1364.24
35 780  1339.99
35 795  1218.18
35 810  1262.6
35 825  1195.6
35 840  1215.42
35 855  1118.3
35 870  1023.3
35 885  919.862
35 900  821.257
35 915  674.134
35 930  405.987
35 945  247.283
35 960  117.656
37 450  -511.903
37 465  -355.909
37 480  -450.355
37 495  -217.045
37 510  71.1857
37 525  239.106
37 540  480.629
37 555  675.152
37 570  813.247
37 585  1092
37 600  1106.19
37 615  944.427
37 630  1033.92
37 645  1162.66
37 660  1104.34
37 675  808.322
37 690  825.404
37 705  1024.68
37 720  1160.03
37 735  1104.13
37 750  1055.16
37 765  1153.76
37 780  1000.48
37 795  959.465
37 810  795.015
37 825  932.808
37 840  932.273
37 855  976.757
37 870  935.479
37 885  830.84
37 900  759.402
37 915  729.198
